Ref,x,y,Angular Step Depth,Connectivity,Point First Moment,Point Second Moment
2555920,3.00000000,5.76000000,0.00000000,160.00000000,70.48395538,42.62400055
2555921,3.00000000,5.82000000,0.00000000,158.00000000,69.26764679,41.49359894
2555922,3.00000000,5.88000000,0.00000000,157.00000000,69.78472137,42.84000015
2555923,3.00000000,5.94000000,0.00000000,275.00000000,210.89492798,237.76199341
2555924,3.00000000,6.00000000,0.00000000,269.00000000,205.83648682,231.28919983
2555925,3.00000000,6.06000000,0.00000000,152.00000000,75.21582794,53.47079849
2555926,3.00000000,6.12000000,0.00000000,146.00000000,76.67330170,58.11840057
2555927,3.00000000,6.18000000,0.00000000,142.00000000,80.16399384,64.85040283
2555928,3.00000000,6.24000000,0.00000000,138.00000000,85.14709473,73.18080139
2555930,3.00000000,6.36000000,0.32545957,68.00000000,23.51199722,10.17360020
2555931,3.00000000,6.42000000,0.18776277,82.00000000,33.08174515,16.42679977
2555933,3.00000000,6.54000000,0.52545124,116.00000000,47.58519363,27.80640030
2555934,3.00000000,6.60000000,0.18361996,148.00000000,78.24536133,64.94039917
2555935,3.00000000,6.66000000,0.13405427,211.00000000,159.17799377,181.50480652
2555936,3.00000000,6.72000000,0.10945919,197.00000000,143.13061523,158.07240295
2555937,3.00000000,6.78000000,0.09119129,162.00000000,91.69953156,79.66439819
2555938,3.00000000,6.84000000,0.08420595,138.00000000,74.27241516,63.54719925
2555939,3.00000000,6.90000000,1.01988792,44.00000000,9.18881893,2.21399999
2555940,3.00000000,6.96000000,0.31569624,57.00000000,12.99126339,3.80879998
2555941,3.00000000,7.02000000,0.17717107,56.00000000,12.35744095,3.57480001
2555942,3.00000000,7.08000000,0.11306123,55.00000000,12.63636875,3.77279997
2555943,3.00000000,7.14000000,0.09401431,56.00000000,16.92968559,9.03240013
2621440,3.06000000,4.80000000,0.00000000,126.00000000,123.42211914,155.71440125
2621441,3.06000000,4.86000000,0.00000000,135.00000000,119.12588501,143.58599854
2621442,3.06000000,4.92000000,0.00000000,133.00000000,111.70697784,130.00680542
2621443,3.06000000,4.98000000,0.00000000,137.00000000,107.96910858,119.88359833
2621444,3.06000000,5.04000000,0.00000000,144.00000000,104.57305908,109.41480255
2621445,3.06000000,5.10000000,0.00000000,163.00000000,107.90631866,104.06159973
2621446,3.06000000,5.16000000,0.00000000,196.00000000,112.91870880,97.87680054
2621447,3.06000000,5.22000000,0.00000000,202.00000000,111.43297577,91.42919922
2621448,3.06000000,5.28000000,0.00000000,215.00000000,112.88074493,86.29560089
2621449,3.06000000,5.34000000,0.00000000,221.00000000,116.50269318,89.15039825
2621450,3.06000000,5.40000000,0.00000000,212.00000000,107.81341553,78.78600311
2621451,3.06000000,5.46000000,0.00000000,198.00000000,92.16827393,61.26119995
2621452,3.06000000,5.52000000,0.00000000,185.00000000,84.34794617,54.35639954
2621453,3.06000000,5.58000000,0.00000000,174.00000000,79.03192902,50.19839859
2621454,3.06000000,5.64000000,0.00000000,171.00000000,76.45231628,47.77560043
2621455,3.06000000,5.70000000,0.00000000,163.00000000,72.20184326,44.75159836
2621456,3.06000000,5.76000000,0.00000000,159.00000000,69.62458038,43.01279831
2621457,3.06000000,5.82000000,0.00000000,159.00000000,70.23811340,43.89120102
2621458,3.06000000,5.88000000,0.00000000,160.00000000,71.77437592,45.83879852
2621459,3.06000000,5.94000000,0.00000000,280.00000000,215.36926270,242.45280457
2621460,3.06000000,6.00000000,0.00000000,274.00000000,211.61277771,238.61520386
2621461,3.06000000,6.06000000,0.00000000,157.00000000,79.16755676,57.42359924
2621462,3.06000000,6.12000000,0.00000000,154.00000000,82.30725861,62.77679825
2621463,3.06000000,6.18000000,0.00000000,154.00000000,87.59571075,70.05599976
2621464,3.06000000,6.24000000,0.00000000,156.00000000,93.84759521,78.36119843
2621465,3.06000000,6.30000000,0.00000000,175.00000000,105.88041687,89.20439911
2621466,3.06000000,6.36000000,0.00000000,174.00000000,114.19156647,101.14199829
2621467,3.06000000,6.42000000,0.00000000,167.00000000,115.39060211,108.74880219
2621468,3.06000000,6.48000000,0.00000000,171.00000000,115.80804443,114.01560211
2621469,3.06000000,6.54000000,0.00000000,196.00000000,134.23443604,134.43840027
2621470,3.06000000,6.60000000,0.00000000,222.00000000,168.01878357,182.75759888
2621471,3.06000000,6.66000000,0.00000000,271.00000000,239.28108215,294.53399658
2621472,3.06000000,6.72000000,0.00000000,243.00000000,209.40191650,257.83560181
2621473,3.06000000,6.78000000,0.00000000,196.00000000,145.01467896,167.61239624
2621474,3.06000000,6.84000000,0.00000000,181.00000000,129.88218689,155.40840149
2621475,3.06000000,6.90000000,0.00000000,149.00000000,113.09644318,151.81559753
2621476,3.06000000,6.96000000,0.00000000,123.00000000,106.46548462,157.38839722
2621477,3.06000000,7.02000000,0.00000000,118.00000000,107.72862244,166.69079590
2621478,3.06000000,7.08000000,0.00000000,114.00000000,109.01398468,174.89160156
2621479,3.06000000,7.14000000,0.00000000,111.00000000,110.84239960,182.83680725
2686976,3.12000000,4.80000000,0.20483276,110.00000000,108.65583801,138.60000610
2686977,3.12000000,4.86000000,0.00000000,124.00000000,106.06522369,127.95480347
2686978,3.12000000,4.92000000,0.00000000,122.00000000,99.93543243,116.22239685
2686979,3.12000000,4.98000000,0.00000000,129.00000000,99.44219971,109.31759644
2686980,3.12000000,5.04000000,0.00000000,139.00000000,101.42721558,105.58080292
2686981,3.12000000,5.10000000,0.00000000,154.00000000,104.20065308,100.56960297
2686982,3.12000000,5.16000000,0.00000000,193.00000000,111.39221954,96.48000336
2686983,3.12000000,5.22000000,0.00000000,198.00000000,109.89238739,91.63439941
2686984,3.12000000,5.28000000,0.00000000,210.00000000,111.90339661,87.41880035
2686985,3.12000000,5.34000000,0.00000000,220.00000000,117.61150360,90.70559692
2686986,3.12000000,5.40000000,0.00000000,211.00000000,109.14730072,80.60399628
2686987,3.12000000,5.46000000,0.00000000,197.00000000,95.31313324,66.14640045
2686988,3.12000000,5.52000000,0.00000000,182.00000000,85.92118073,56.35800171
2686989,3.12000000,5.58000000,0.00000000,174.00000000,79.96501923,49.89239883
2686990,3.12000000,5.64000000,0.00000000,168.00000000,75.34963989,45.35279846
2686991,3.12000000,5.70000000,0.00000000,168.00000000,75.22964478,44.99639893
2686992,3.12000000,5.76000000,0.00000000,159.00000000,69.93422699,41.42879868
2686993,3.12000000,5.82000000,0.00000000,157.00000000,68.53838348,40.63320160
2686994,3.12000000,5.88000000,0.00000000,160.00000000,70.85813141,43.17119980
2686995,3.12000000,5.94000000,0.00000000,279.00000000,212.40258789,238.35960388
2686996,3.12000000,6.00000000,0.00000000,271.00000000,208.93511963,236.44079590
2686997,3.12000000,6.06000000,0.00000000,153.00000000,75.99937439,54.20520020
2686998,3.12000000,6.12000000,0.00000000,147.00000000,77.62199402,59.09400177
2686999,3.12000000,6.18000000,0.00000000,139.00000000,79.57408905,65.16359711
2687000,3.12000000,6.24000000,0.00000000,138.00000000,85.58719635,73.88999939
2687002,3.12000000,6.36000000,0.37433410,63.00000000,22.75083542,10.65600014
2687003,3.12000000,6.42000000,0.17454042,75.00000000,31.06717300,16.14240074
2687005,3.12000000,6.54000000,0.47454879,110.00000000,41.03760147,20.01600075
2687006,3.12000000,6.60000000,0.17832227,144.00000000,74.14797211,58.87799835
2687007,3.12000000,6.66000000,0.09800421,214.00000000,162.38017273,183.73320007
2687008,3.12000000,6.72000000,0.06141711,196.00000000,139.93341064,150.80400085
2687009,3.12000000,6.78000000,0.04015423,153.00000000,81.72128296,65.99160004
2687010,3.12000000,6.84000000,0.02591137,128.00000000,65.72747040,52.88040161
2687011,3.12000000,6.90000000,0.98011208,44.00000000,9.18881893,2.21399999
2687012,3.12000000,6.96000000,0.27463824,62.00000000,14.82534313,4.60080004
2687013,3.12000000,7.02000000,0.13474545,57.00000000,12.70729828,3.69720006
2687014,3.12000000,7.08000000,0.08319321,56.00000000,13.25998306,4.15080023
2687015,3.12000000,7.14000000,0.05644009,55.00000000,14.43946171,4.83120012
2752513,3.18000000,4.86000000,0.50000000,11.00000000,1.96197581,0.44999999
2752518,3.18000000,5.16000000,0.62566590,147.00000000,86.42794037,70.50599670
2752519,3.18000000,5.22000000,0.12566592,159.00000000,83.37889862,61.84080124
2752520,3.18000000,5.28000000,0.00000000,178.00000000,89.00823212,61.44480133
2752521,3.18000000,5.34000000,0.00000000,186.00000000,93.84863281,64.82879639
2752522,3.18000000,5.40000000,0.00000000,173.00000000,84.71258545,56.86920166
2752524,3.18000000,5.52000000,0.00000000,141.00000000,65.17054749,38.62080002
2752525,3.18000000,5.58000000,0.00000000,137.00000000,61.41493225,35.01359940
2752526,3.18000000,5.64000000,0.00000000,124.00000000,52.04916763,26.89559937
2752527,3.18000000,5.70000000,0.00000000,145.00000000,64.08887482,36.03960037
2752528,3.18000000,5.76000000,0.00000000,144.00000000,63.03536224,35.58959961
2752529,3.18000000,5.82000000,0.00000000,144.00000000,63.22658157,36.88199997
2752530,3.18000000,5.88000000,0.00000000,146.00000000,65.39454651,39.93479919
2752531,3.18000000,5.94000000,0.00000000,268.00000000,207.10375977,236.05560303
2752532,3.18000000,6.00000000,0.00000000,258.00000000,199.86187744,229.81680298
2752533,3.18000000,6.06000000,0.00000000,138.00000000,67.50594330,47.21400070
2752534,3.18000000,6.12000000,0.00000000,132.00000000,68.44828033,50.98320007
2752535,3.18000000,6.18000000,0.00000000,129.00000000,72.65216064,57.79800034
2752536,3.18000000,6.24000000,0.00000000,125.00000000,77.52507782,65.58480072
2752538,3.18000000,6.36000000,0.67591542,48.00000000,19.28484917,10.55879974
2752539,3.18000000,6.42000000,0.46302885,45.00000000,18.68052673,10.58759975
2752541,3.18000000,6.54000000,0.97454882,105.00000000,40.34215546,20.40480042
2752542,3.18000000,6.60000000,0.47454879,139.00000000,72.03242493,57.13560104
2752543,3.18000000,6.66000000,0.34888285,206.00000000,159.36932373,182.82600403
2752544,3.18000000,6.72000000,0.26971602,177.00000000,124.96492767,136.15919495
2752545,3.18000000,6.78000000,0.17832227,119.00000000,51.86052322,33.64559937
2752546,3.18000000,6.84000000,0.15066057,102.00000000,40.24629974,22.07880020
2752547,3.18000000,6.90000000,0.98011208,44.00000000,9.98778820,2.70000005
2752548,3.18000000,6.96000000,0.68494487,47.00000000,10.08119678,2.76839995
2752549,3.18000000,7.02000000,0.47947100,56.00000000,14.22602177,5.01480007
2752550,3.18000000,7.08000000,0.27463824,54.00000000,13.68880939,4.66919994
2752551,3.18000000,7.14000000,0.22170888,53.00000000,14.74534321,5.32439995
2818049,3.24000000,4.86000000,0.50000000,10.00000000,2.18010521,0.61919999
2818050,3.24000000,4.92000000,2.28162408,28.00000000,8.87044525,4.34159994
2818051,3.24000000,4.98000000,2.38342786,32.00000000,11.54159832,6.77880001
2818052,3.24000000,5.04000000,2.48645687,28.00000000,7.69015694,3.25799990
2818053,3.24000000,5.10000000,2.62566590,29.00000000,8.11961460,3.03480005
2818054,3.24000000,5.16000000,0.62566590,123.00000000,62.42569351,41.41439819
2818055,3.24000000,5.22000000,0.33049870,124.00000000,55.78517151,33.44760132
2818056,3.24000000,5.28000000,0.12566592,133.00000000,55.34735870,30.16440010
2818057,3.24000000,5.34000000,0.00000000,130.00000000,54.40774155,30.61800003
2818058,3.24000000,5.40000000,0.00000000,95.00000000,36.65760803,19.72800064
2818060,3.24000000,5.52000000,0.53533143,81.00000000,33.56161118,17.01359940
2818061,3.24000000,5.58000000,0.19716302,75.00000000,28.42178154,13.12559986
2818062,3.24000000,5.64000000,0.02356774,65.00000000,27.06114197,13.74479961
2818063,3.24000000,5.70000000,0.73745137,80.00000000,31.04808044,14.88599968
2818064,3.24000000,5.76000000,0.33921894,100.00000000,38.50801468,18.52560043
2818065,3.24000000,5.82000000,0.13920897,112.00000000,44.09309387,21.93120003
2818066,3.24000000,5.88000000,0.04887450,125.00000000,53.83493805,30.44519997
2818067,3.24000000,5.94000000,0.00000000,255.00000000,198.02784729,229.65480042
2818068,3.24000000,6.00000000,0.00000000,253.00000000,198.15351868,230.52239990
2818069,3.24000000,6.06000000,0.00000000,134.00000000,68.93354034,48.27600098
2818070,3.24000000,6.12000000,0.00000000,129.00000000,69.47519684,51.41159821
2818071,3.24000000,6.18000000,0.00000000,128.00000000,74.83672333,59.75279999
2818072,3.24000000,6.24000000,0.00000000,125.00000000,79.49005890,67.03559875
2818074,3.24000000,6.36000000,0.76624990,40.00000000,16.72465706,9.78120041
2818075,3.24000000,6.42000000,0.59674853,37.00000000,18.47762108,11.91959953
2818077,3.24000000,6.54000000,0.97454882,100.00000000,40.63576889,22.75919914
2818078,3.24000000,6.60000000,0.60021472,131.00000000,66.15783691,51.20999908
2818079,3.24000000,6.66000000,0.47454879,210.00000000,162.91133118,184.42439270
2818080,3.24000000,6.72000000,0.38421431,174.00000000,125.34365845,137.22479248
2818081,3.24000000,6.78000000,0.31859052,116.00000000,53.84067154,38.86199951
2818082,3.24000000,6.84000000,0.26971602,97.00000000,37.77448654,20.17799950
2818083,3.24000000,6.90000000,0.98011208,44.00000000,11.30101013,3.50999999
2818084,3.24000000,6.96000000,0.77527934,44.00000000,10.25407314,3.02399993
2818085,3.24000000,7.02000000,0.60577804,48.00000000,11.86478996,3.92759991
2818086,3.24000000,7.08000000,0.47947100,54.00000000,15.94542503,6.42959976
2818087,3.24000000,7.14000000,0.35380509,51.00000000,15.48135281,6.06960011
2883585,3.30000000,4.86000000,0.50000000,8.00000000,2.16000009,0.73439997
2883586,3.30000000,4.92000000,2.21600032,25.00000000,5.84218168,2.11319995
2883587,3.30000000,4.98000000,2.33049870,33.00000000,10.88772869,6.14519978
2883588,3.30000000,5.04000000,2.45616460,29.00000000,7.14540529,2.89080000
2883589,3.30000000,5.10000000,2.62566590,29.00000000,6.93462658,2.28600001
2883590,3.30000000,5.16000000,0.62566590,101.00000000,47.39420319,28.07640076
2883591,3.30000000,5.22000000,0.42083314,96.00000000,39.74618912,21.28680038
2883592,3.30000000,5.28000000,0.25133184,113.00000000,45.98936081,24.68880081
2883593,3.30000000,5.34000000,0.12566592,119.00000000,51.42829895,29.46599960
2883594,3.30000000,5.40000000,0.00000000,85.00000000,35.63645172,20.91600037
2883602,3.30000000,5.88000000,1.55771589,22.00000000,5.39248085,1.80719995
2883603,3.30000000,5.94000000,0.84404176,172.00000000,157.75993347,206.94599915
2883604,3.30000000,6.00000000,0.34404173,168.00000000,153.40252686,202.34159851
2883605,3.30000000,6.06000000,0.13920897,36.00000000,17.40259361,12.94559956
2883610,3.30000000,6.36000000,0.97108269,36.00000000,16.99738693,10.93680000
2883613,3.30000000,6.54000000,0.97454882,98.00000000,42.52831650,25.53120041
2883614,3.30000000,6.60000000,0.76971602,123.00000000,64.89385223,54.30599976
2883615,3.30000000,6.66000000,0.56488323,211.00000000,166.15240479,187.63920593
2883616,3.30000000,6.72000000,0.47454879,176.00000000,127.48551941,139.41720581
2883617,3.30000000,6.78000000,0.40410221,113.00000000,57.57031250,47.48400116
2883618,3.30000000,6.84000000,0.34888285,97.00000000,41.85383224,25.21080017
2883619,3.30000000,6.90000000,0.98011208,44.00000000,13.09267521,4.64400005
2883620,3.30000000,6.96000000,0.82415384,44.00000000,12.15535069,4.15799999
2883621,3.30000000,7.02000000,0.68494487,45.00000000,12.31921482,4.23000002
2883622,3.30000000,7.08000000,0.57044655,49.00000000,15.01380539,5.88959980
2883623,3.30000000,7.14000000,0.47947100,53.00000000,19.07857323,8.78040028
2949122,3.36000000,4.92000000,2.12566590,28.00000000,7.03765202,2.76119995
2949123,3.36000000,4.98000000,2.25133181,29.00000000,6.81571913,2.78279996
2949124,3.36000000,5.04000000,2.42083311,34.00000000,9.56793976,4.48920012
2949125,3.36000000,5.10000000,2.62566590,29.00000000,6.13681936,1.75320005
2949126,3.36000000,5.16000000,0.62566590,89.00000000,42.07466888,24.59880066
2949127,3.36000000,5.22000000,0.46970767,85.00000000,37.39366531,20.97719955
2949128,3.36000000,5.28000000,0.33049870,106.00000000,45.77611542,26.32320023
2949129,3.36000000,5.34000000,0.21600039,111.00000000,50.16942215,29.87280083
2949130,3.36000000,5.40000000,0.12566592,78.00000000,35.85922623,22.43880081
2949138,3.36000000,5.88000000,1.26313436,29.00000000,7.97231340,3.00239992
2949139,3.36000000,5.94000000,0.84404176,165.00000000,156.38476562,210.60719299
2949140,3.36000000,6.00000000,0.54887450,159.00000000,151.09088135,205.75079346
2949141,3.36000000,6.06000000,0.34404173,32.00000000,9.59496212,3.93840003
2949146,3.36000000,6.36000000,0.97108269,35.00000000,18.44249344,12.90240002
2949147,3.36000000,6.42000000,0.72884476,9.00000000,1.49004376,0.33480000
2949149,3.36000000,6.54000000,0.97454882,96.00000000,45.54572296,29.68560028
2949150,3.36000000,6.60000000,0.81859052,109.00000000,62.54282761,58.29479980
2949151,3.36000000,6.66000000,0.67938155,219.00000000,173.63139343,195.00480652
2949152,3.36000000,6.72000000,0.54499537,172.00000000,124.45334625,135.72000122
2949153,3.36000000,6.78000000,0.47454879,109.00000000,60.11685181,52.98839951
2949154,3.36000000,6.84000000,0.41683289,94.00000000,44.29098511,28.69919968
3014658,3.42000000,4.92000000,1.99999988,24.00000000,4.84347677,1.41840005
3014659,3.42000000,4.98000000,2.12566590,29.00000000,6.29858065,2.08800006
3014660,3.42000000,5.04000000,2.33049870,37.00000000,10.40664673,4.62239981
3014661,3.42000000,5.10000000,2.62566590,32.00000000,6.74691200,1.80719995
3014664,3.42000000,5.28000000,0.38342804,98.00000000,47.37797546,29.74679947
3014665,3.42000000,5.34000000,0.28162417,93.00000000,44.96654129,28.71719933
3014674,3.42000000,5.88000000,1.13920903,24.00000000,7.36278868,3.12120008
3014675,3.42000000,5.94000000,0.84404176,163.00000000,156.51612854,215.49240112
3014676,3.42000000,6.00000000,0.63920897,157.00000000,151.69261169,211.41360474
3014677,3.42000000,6.06000000,0.46970767,26.00000000,8.00959301,3.40199995
3014682,3.42000000,6.36000000,0.97108269,35.00000000,20.35442162,15.19919968
3014683,3.42000000,6.42000000,0.76624990,16.00000000,6.96198702,4.74480009
3014685,3.42000000,6.54000000,0.97454882,91.00000000,47.93286896,34.30440140
3014686,3.42000000,6.60000000,0.84888291,106.00000000,68.46889496,68.28479767
3014687,3.42000000,6.66000000,0.73231089,232.00000000,181.47604370,201.20039368
3014688,3.42000000,6.72000000,0.60021472,155.00000000,107.63706207,118.55879974
3014689,3.42000000,6.78000000,0.53226465,103.00000000,64.01893616,60.62039948
3014690,3.42000000,6.84000000,0.47454879,94.00000000,49.95649719,35.84880066
3080194,3.48000000,4.92000000,2.21600032,19.00000000,3.36529899,0.68400002
3080195,3.48000000,4.98000000,1.92083311,22.00000000,3.74579525,0.79200000
3080196,3.48000000,5.04000000,2.12566590,43.00000000,12.84395218,5.36040020
3080197,3.48000000,5.10000000,2.62566590,34.00000000,7.05473757,1.72080004
3080200,3.48000000,5.28000000,0.62566590,82.00000000,43.69446182,31.48559952
3080201,3.48000000,5.34000000,0.33049870,99.00000000,49.88874435,33.10200119
3080210,3.48000000,5.88000000,1.84404182,67.00000000,40.02938843,33.41159821
3080211,3.48000000,5.94000000,0.84404176,168.00000000,159.42016602,222.60600281
3080212,3.48000000,6.00000000,0.68808347,168.00000000,160.23333740,223.71839905
3080213,3.48000000,6.06000000,1.53212523,69.00000000,42.77044296,36.73799896
3080221,3.48000000,6.54000000,1.97454882,122.00000000,78.36653137,64.87920380
3080222,3.48000000,6.60000000,1.97454882,125.00000000,80.57739258,68.82839966
3080223,3.48000000,6.66000000,0.76971602,242.00000000,184.22566223,204.40440369
3080224,3.48000000,6.72000000,1.56488323,121.00000000,73.63237000,59.59439850
3080225,3.48000000,6.78000000,1.56488323,122.00000000,75.39788818,61.08840179
3080226,3.48000000,6.84000000,1.56488323,125.00000000,81.01262665,67.80239868
3145733,3.54000000,5.10000000,1.78162408,66.00000000,17.44461250,5.64839983
3145736,3.54000000,5.28000000,0.62566590,112.00000000,55.25629425,38.08079910
3145737,3.54000000,5.34000000,0.36790380,106.00000000,54.08644104,37.27439880
3145746,3.54000000,5.88000000,1.34404171,68.00000000,35.22094345,26.54280090
3145747,3.54000000,5.94000000,0.84404176,168.00000000,160.63331604,229.65480042
3145748,3.54000000,6.00000000,0.71837580,169.00000000,161.81413269,231.01199341
3145749,3.54000000,6.06000000,1.03212523,73.00000000,41.07820129,33.17039871
3145757,3.54000000,6.54000000,1.67938161,122.00000000,72.28247070,56.53079987
3145758,3.54000000,6.60000000,1.40410221,130.00000000,75.83012390,60.65639877
3145759,3.54000000,6.66000000,0.89726543,228.00000000,176.87074280,201.53520203
3145760,3.54000000,6.72000000,0.71678668,169.00000000,104.84882355,93.30840302
3145761,3.54000000,6.78000000,1.26971602,124.00000000,70.01039124,53.29439926
3145762,3.54000000,6.84000000,1.36005044,125.00000000,74.78040314,59.19120026
3211267,3.60000000,4.98000000,1.52052903,47.00000000,14.41188908,5.44320011
3211268,3.60000000,5.04000000,1.46970773,53.00000000,14.59566116,5.11920023
3211269,3.60000000,5.10000000,1.42083311,65.00000000,16.56917763,5.22720003
3211270,3.60000000,5.16000000,1.33049870,66.00000000,24.16245270,15.82919979
3211271,3.60000000,5.22000000,1.12566590,74.00000000,36.47600174,33.01559830
3211272,3.60000000,5.28000000,0.62566590,108.00000000,53.34363937,39.06000137
3211273,3.60000000,5.34000000,0.42083317,109.00000000,55.33689880,40.34159851
3211274,3.60000000,5.40000000,1.21600032,49.00000000,15.30651760,5.87519979
3211282,3.60000000,5.88000000,1.13920903,67.00000000,28.65302658,17.34480095
3211283,3.60000000,5.94000000,0.84404176,166.00000000,160.87615967,237.04200745
3211284,3.60000000,6.00000000,0.73890483,171.00000000,164.22438049,239.64480591
3211285,3.60000000,6.06000000,0.82729244,76.00000000,39.13998795,29.39399910
3211293,3.60000000,6.54000000,1.47454882,125.00000000,67.78147125,49.42800140
3211294,3.60000000,6.60000000,1.23125172,137.00000000,72.46041107,52.84799957
3211295,3.60000000,6.66000000,0.97454876,219.00000000,171.85441589,202.98599243
3211296,3.60000000,6.72000000,0.74614829,182.00000000,124.97633362,128.24279785
3211297,3.60000000,6.78000000,0.86440706,129.00000000,66.17541504,46.65959930
3211298,3.60000000,6.84000000,1.16385734,126.00000000,69.45654297,51.57360077
3276803,3.66000000,4.98000000,1.38342810,49.00000000,13.84683132,4.89599991
3276804,3.66000000,5.04000000,1.33049870,54.00000000,13.60446835,4.36320019
3276805,3.66000000,5.10000000,1.25133181,61.00000000,14.77809143,4.56479979
3276806,3.66000000,5.16000000,1.12566590,69.00000000,22.06140137,12.47760010
3276807,3.66000000,5.22000000,0.92083311,80.00000000,36.66740417,31.08239937
3276808,3.66000000,5.28000000,0.62566590,104.00000000,51.72564316,40.14360046
3276809,3.66000000,5.34000000,0.46970767,107.00000000,56.26916885,43.91640091
3276810,3.66000000,5.40000000,0.71600044,48.00000000,13.35339928,4.66200018
3276818,3.66000000,5.88000000,1.04887450,63.00000000,23.17249680,11.64599991
3276819,3.66000000,5.94000000,0.84404176,168.00000000,162.94590759,246.05639648
3276820,3.66000000,6.00000000,0.75370729,171.00000000,165.12660217,247.85639954
3276821,3.66000000,6.06000000,0.73695797,81.00000000,39.19731140,27.11520004
3276829,3.66000000,6.54000000,1.31859052,128.00000000,63.78841782,42.66360092
3276830,3.66000000,6.60000000,1.16433430,143.00000000,72.76602936,50.39640045
3276831,3.66000000,6.66000000,0.97454876,211.00000000,165.99829102,203.75999451
3276832,3.66000000,6.72000000,0.76971602,188.00000000,137.71879578,163.29240417
3276833,3.66000000,6.78000000,0.70829892,136.00000000,66.11594391,44.14680099
3276834,3.66000000,6.84000000,0.89973855,130.00000000,66.38145447,45.82080078
3342339,3.72000000,4.98000000,1.28162408,51.00000000,15.21401501,6.00479984
3342340,3.72000000,5.04000000,1.21600032,53.00000000,12.96938038,4.03919983
3342341,3.72000000,5.10000000,1.12566590,62.00000000,14.90844727,4.54320002
3342342,3.72000000,5.16000000,1.00000000,66.00000000,16.85613823,5.99399996
3342343,3.72000000,5.22000000,0.83049870,90.00000000,40.53798676,31.52519989
3342344,3.72000000,5.28000000,0.62566590,104.00000000,53.34709549,43.78680038
3342345,3.72000000,5.34000000,0.50000000,103.00000000,56.63245773,47.27159882
3342346,3.72000000,5.40000000,0.38342804,51.00000000,14.95891190,5.78879976
3342354,3.72000000,5.88000000,1.00000000,58.00000000,18.58877182,7.69680023
3342355,3.72000000,5.94000000,0.84404176,173.00000000,166.95558167,257.06878662
3342356,3.72000000,6.00000000,0.76487488,177.00000000,169.02168274,258.50518799
3342357,3.72000000,6.06000000,0.68808347,85.00000000,39.00056458,25.00200081
3342365,3.72000000,6.54000000,1.23973942,131.00000000,62.79365921,40.22280121
3342366,3.72000000,6.60000000,1.10021472,149.00000000,73.75681305,49.38119888
3342367,3.72000000,6.66000000,0.97454876,209.00000000,164.03636169,207.87480164
3342368,3.72000000,6.72000000,0.80602539,185.00000000,134.34280396,163.87559509
3342369,3.72000000,6.78000000,0.73231089,140.00000000,65.71339417,41.91839981
3342370,3.72000000,6.84000000,0.83335865,133.00000000,64.41643524,42.02999878
3407875,3.78000000,4.98000000,1.19611239,48.00000000,13.58420181,4.79519987
3407876,3.78000000,5.04000000,1.12566590,57.00000000,16.37615013,6.29640007
3407877,3.78000000,5.10000000,1.03533149,61.00000000,15.58350563,5.10839987
3407878,3.78000000,5.16000000,0.92083311,67.00000000,16.97641945,5.70959997
3407879,3.78000000,5.22000000,0.78162420,95.00000000,42.49270630,31.47839928
3407880,3.78000000,5.28000000,0.62566590,104.00000000,56.54600143,48.90240097
3407881,3.78000000,5.34000000,0.52052903,101.00000000,58.58695602,51.58800125
3407882,3.78000000,5.40000000,0.42083317,55.00000000,18.50675964,8.49600029
3407890,3.78000000,5.88000000,0.96970767,49.00000000,15.77564621,6.90840006
3407891,3.78000000,5.94000000,0.84404176,181.00000000,171.29559326,268.87680054
3407892,3.78000000,6.00000000,0.77359515,187.00000000,174.56867981,270.80639648
3407893,3.78000000,6.06000000,0.70483279,70.00000000,25.02589607,11.62080002
3407901,3.78000000,6.54000000,1.19174218,134.00000000,62.00128937,37.81439972
3407902,3.78000000,6.60000000,1.07968569,151.00000000,73.72830963,48.88439941
3407903,3.78000000,6.66000000,0.97454876,206.00000000,162.15432739,212.93640137
3407904,3.78000000,6.72000000,0.84888285,184.00000000,133.22906494,168.13079834
3407905,3.78000000,6.78000000,0.75251424,146.00000000,67.75711060,42.51599884
3407906,3.78000000,6.84000000,0.70294929,138.00000000,64.12032318,39.31200027
3473411,3.84000000,4.98000000,1.12566590,45.00000000,13.12625599,4.48199987
3473412,3.84000000,5.04000000,1.05521929,48.00000000,13.08154678,4.36679983
3473413,3.84000000,5.10000000,0.96970761,52.00000000,13.73468971,4.60799980
3473414,3.84000000,5.16000000,0.86790377,71.00000000,20.90646935,8.42039967
3473415,3.84000000,5.22000000,0.75133181,106.00000000,46.94333267,32.62680054
3473416,3.84000000,5.28000000,0.62566590,99.00000000,58.50671005,53.80199814
3473417,3.84000000,5.34000000,0.53533143,93.00000000,58.07994080,54.14039993
3473418,3.84000000,5.40000000,0.44849485,58.00000000,24.17801094,14.31359959
3473426,3.84000000,5.88000000,1.84404182,78.00000000,32.69388580,18.40679932
3473427,3.84000000,5.94000000,0.84404176,194.00000000,178.07012939,282.96719360
3473428,3.84000000,6.00000000,0.78059071,197.00000000,179.86813354,284.05441284
3473429,3.84000000,6.06000000,1.54887462,79.00000000,32.69651794,18.46080017
3473437,3.84000000,6.54000000,1.16881752,138.00000000,62.77457809,37.50120163
3473438,3.84000000,6.60000000,1.06488323,151.00000000,71.10009003,45.99000168
3473439,3.84000000,6.66000000,0.97454876,205.00000000,161.92668152,219.85200500
